Award ID,Agency,Office,Recipient,NAICS,Total Value,Start Date,Expiration
SPE4A624D5188,Department of Defense,DLA AVIATION,ALEKTRONICS INC,"335132 - COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING","$250,000.00 ",12/21/2023,12/20/2025
SPE7L425D60PM,Department of Defense,DLA LAND AND MARITIME,"A.M.S. NETWORK, LLC",333618 - OTHER ENGINE EQUIPMENT MANUFACTURING,"$250,000.00 ",12/13/2024,12/13/2025
SPE7L425D60SC,Department of Defense,DLA LAND AND MARITIME,PINES QUALITY INC,333618 - OTHER ENGINE EQUIPMENT MANUFACTURING,"$250,000.00 ",12/27/2024,12/27/2025
SPE7L425D60SX,Department of Defense,DLA LAND AND MARITIME,RUTA SUPPLIES INC,326220 - RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING,"$250,000.00 ",12/27/2024,12/27/2025
SPE7M825D60DE,Department of Defense,DLA LAND AND MARITIME,S I T CORPORATION,333912 - AIR AND GAS COMPRESSOR MANUFACTURING,"$250,000.00 ",12/13/2024,12/13/2025
SPE7L325D60PK,Department of Defense,DLA LAND AND MARITIME,"DIRECT LINE, INC",336360 - MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,"$250,000.00 ",12/18/2024,12/18/2025
SPE7L425D60QU,Department of Defense,DLA LAND AND MARITIME,"CME ARMA, INC.",332510 - HARDWARE MANUFACTURING,"$250,000.00 ",12/17/2024,12/17/2025
N6328523AA001,Department of Defense,NCIS QUANTICO VA,SKINNY RESEARCH AND DEVELOPMENT LLC,611519 - OTHER TECHNICAL AND TRADE SCHOOLS,"$250,000.00 ",6/23/2023,12/21/2025
70B03C20A00000005,Department of Homeland Security,BORDER ENFORCEMENT CONTRACTING DIVISION,"ISLAND STORAGE AND DISTRIBUTION, INC.",493110 - GENERAL WAREHOUSING AND STORAGE,"$250,000.00 ",12/20/2019,12/31/2025
SPE7L425D60TF,Department of Defense,DLA LAND AND MARITIME,SPEC TECH USA INC,332510 - HARDWARE MANUFACTURING,"$250,000.00 ",12/30/2024,12/30/2025
SPE7L425D60SY,Department of Defense,DLA LAND AND MARITIME,"CHAND, L.L.C.",333613 - MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,"$250,000.00 ",12/27/2024,12/27/2025
SPE4A622D5211,Department of Defense,DLA AVIATION,GREGORY THOMAS INC,335110 - ELECTRIC LAMP BULB AND PART MANUFACTURING,"$250,000.00 ",12/22/2021,12/21/2025
SPE7L425D60RD,Department of Defense,DLA LAND AND MARITIME,WISCONSIN ORDNANCE WORKS LTD,336330 - MOTOR VEHICLE STEERING AND SUSPENSION COMPONENTS (EXCEPT SPRING) MANUFACTURING,"$250,000.00 ",12/18/2024,12/18/2025
SPE7L425D60RY,Department of Defense,DLA LAND AND MARITIME,INTERNATIONAL FILTER MANUFACTURING CORP,336390 - OTHER MOTOR VEHICLE PARTS MANUFACTURING,"$250,000.00 ",12/23/2024,12/23/2025
SPE7L425D60PL,Department of Defense,DLA LAND AND MARITIME,DELA TECHNOLOGY CORPORATION,"339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/13/2024,12/13/2025
SPE7M425D60BV,Department of Defense,DLA LAND AND MARITIME,"SOUTHERN AUTOMOTIVE WHOLESALERS, INC",332999 - ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,"$250,000.00 ",12/27/2024,12/27/2025
W50S8T21A0003,Department of Defense,W7NV USPFO ACTIVITY OKANG 137,"SHRI RADHA GOVIND, LLC",721110 - HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,"$250,000.00 ",1/1/2021,12/31/2025
SPE7L325D60NS,Department of Defense,DLA LAND AND MARITIME,OSHKOSH DEFENSE LLC,336390 - OTHER MOTOR VEHICLE PARTS MANUFACTURING,"$250,000.00 ",12/13/2024,12/13/2025
SPE7L425D60PE,Department of Defense,DLA LAND AND MARITIME,CRAFTMASTER HARDWARE LLC,"332722 - BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING","$250,000.00 ",12/12/2024,12/12/2025
SPE7L425D60SS,Department of Defense,DLA LAND AND MARITIME,JA MOODY LLC,333613 - MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,"$250,000.00 ",12/27/2024,12/27/2025
SPE4A621D5247,Department of Defense,DLA AVIATION,"LAKE SHORE SYSTEMS, INC.",332991 - BALL AND ROLLER BEARING MANUFACTURING,"$250,000.00 ",12/14/2020,12/13/2025
SPE7L425D60RB,Department of Defense,DLA LAND AND MARITIME,OSHKOSH DEFENSE LLC,332999 - ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,"$250,000.00 ",12/18/2024,12/18/2025
SPE4A621D5260,Department of Defense,DLA AVIATION,MPB CORP,332991 - BALL AND ROLLER BEARING MANUFACTURING,"$250,000.00 ",12/31/2020,12/30/2025
SPE7L425D60QB,Department of Defense,DLA LAND AND MARITIME,ARKAN LOGISTICS LLC,335999 - ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,"$250,000.00 ",12/16/2024,12/16/2025
SPE7L425D60PD,Department of Defense,DLA LAND AND MARITIME,VIKING INNOVATIONS LLC,335999 - ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,"$250,000.00 ",12/12/2024,12/12/2025
SPE7L325D60NW,Department of Defense,DLA LAND AND MARITIME,"TRANSHIELD, INC.",333310 - COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,"$250,000.00 ",12/13/2024,12/13/2025
SPE4A621D5276,Department of Defense,DLA AVIATION,VEHICLE MAINTENANCE PROGRAM INC,334413 - SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,"$250,000.00 ",12/17/2020,12/16/2025
SPE7L325D60QS,Department of Defense,DLA LAND AND MARITIME,PAULA F PRICE ENTERPRISES LLC,336390 - OTHER MOTOR VEHICLE PARTS MANUFACTURING,"$250,000.00 ",12/23/2024,12/23/2025
SPE7L425D60QQ,Department of Defense,DLA LAND AND MARITIME,"ALLIED DEFENSE INDUSTRIES, LLC",333613 - MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,"$250,000.00 ",12/17/2024,12/17/2025
SPE7M825D60DK,Department of Defense,DLA LAND AND MARITIME,"R. J. MURRAY CO., INC.",333998 - ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,"$250,000.00 ",12/16/2024,12/16/2025
140L3921A0007,Department of the Interior,NEVADA STATE OFFICE,ARRIOLA CONSULTING & INSPECTIONS LLC,562910 - REMEDIATION SERVICES,"$250,000.00 ",1/1/2021,12/31/2025
SPE7L425D60SP,Department of Defense,DLA LAND AND MARITIME,"BOEING DISTRIBUTION SERVICES X, INC.","339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/27/2024,12/27/2025
SPE7L325D60NP,Department of Defense,DLA LAND AND MARITIME,FBC ENTERPRISES LLC,"339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/13/2024,12/13/2025
SPE7LX25D60FC,Department of Defense,DLA LAND AND MARITIME,"HOUSTON DRIVE TRAIN VEHICLE COMPONENT SALES, INC.","339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/13/2024,12/13/2025
SPE7LX25D60GG,Department of Defense,DLA LAND AND MARITIME,HARRY MILLER CO LLC,314910 - TEXTILE BAG AND CANVAS MILLS,"$250,000.00 ",12/20/2024,12/20/2025
SPE4A621D5283,Department of Defense,DLA AVIATION,HJ KIRBY CORP,334519 - OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,"$250,000.00 ",12/22/2020,12/21/2025
SPE4A624D5249,Department of Defense,DLA AVIATION,AEROPANEL CORPORATION,336320 - MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,"$250,000.00 ",12/19/2023,12/19/2025
SPE7LX25D60GS,Department of Defense,DLA LAND AND MARITIME,KYODO SHIPPING & TRADING CORP USA,333618 - OTHER ENGINE EQUIPMENT MANUFACTURING,"$250,000.00 ",12/26/2024,12/26/2025
SPE7L125D60HG,Department of Defense,DLA LAND AND MARITIME,"SAJJAD, ZAINAB S.",333613 - MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,"$250,000.00 ",12/18/2024,12/18/2025
SPE7L325D60QC,Department of Defense,DLA LAND AND MARITIME,PULSETECH PRODUCTS CORPORATION,488190 - OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,"$250,000.00 ",12/23/2024,12/23/2025
SPE7L325D60QF,Department of Defense,DLA LAND AND MARITIME,"MARITECH MACHINE, INC.",336330 - MOTOR VEHICLE STEERING AND SUSPENSION COMPONENTS (EXCEPT SPRING) MANUFACTURING,"$250,000.00 ",12/23/2024,12/23/2025
SPE7L425D60PP,Department of Defense,DLA LAND AND MARITIME,EOS INC,332510 - HARDWARE MANUFACTURING,"$250,000.00 ",12/13/2024,12/13/2025
SPE7L425D60RJ,Department of Defense,DLA LAND AND MARITIME,AMERICAN SHOP TOOLS LLC,336390 - OTHER MOTOR VEHICLE PARTS MANUFACTURING,"$250,000.00 ",12/18/2024,12/18/2025
SPE4A624D5222,Department of Defense,DLA AVIATION,"REV-CAP COMPANY, INC.",334419 - OTHER ELECTRONIC COMPONENT MANUFACTURING,"$250,000.00 ",12/12/2023,12/12/2025
140L3921A0008,Department of the Interior,NEVADA STATE OFFICE,BUSINESS TRANSFORMATION CO INC,562910 - REMEDIATION SERVICES,"$250,000.00 ",1/1/2021,12/31/2025
SPE7M225D60AS,Department of Defense,DLA LAND AND MARITIME,PACIFIC STAR CORPORATION,333996 - FLUID POWER PUMP AND MOTOR MANUFACTURING,"$250,000.00 ",12/30/2024,12/30/2025
SPE4A621DC028,Department of Defense,DLA AVIATION,"AIRCRAFT & COMMERCIAL ENTERPRISES, INC",335932 - NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING,"$250,000.00 ",12/15/2020,12/14/2025
SPE7L425D60SV,Department of Defense,DLA LAND AND MARITIME,AM GENERAL LLC,336211 - MOTOR VEHICLE BODY MANUFACTURING,"$250,000.00 ",12/27/2024,12/27/2025
SPE4A621D5219,Department of Defense,DLA AVIATION,SAAB BARRACUDA LLC,335932 - NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING,"$250,000.00 ",12/14/2020,12/13/2025
SPE7L125D60HF,Department of Defense,DLA LAND AND MARITIME,LARKOS PACKING AND DISTRIBUTION INC.,"339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/18/2024,12/18/2025
SPE7L125D60HE,Department of Defense,DLA LAND AND MARITIME,"AFCON PRODUCTS, INC.",336390 - OTHER MOTOR VEHICLE PARTS MANUFACTURING,"$250,000.00 ",12/18/2024,12/18/2025
SPE7L425D60RK,Department of Defense,DLA LAND AND MARITIME,S3 AERODEFENSE LLC,336320 - MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,"$250,000.00 ",12/19/2024,12/19/2025
SPE7L425D60SW,Department of Defense,DLA LAND AND MARITIME,SAVAGE ASSOCIATES INC,336310 - MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,"$250,000.00 ",12/27/2024,12/27/2025
SPE7L425D60RQ,Department of Defense,DLA LAND AND MARITIME,"WESTERN DIESEL SERVICES, INC.",336310 - MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING,"$250,000.00 ",12/20/2024,12/20/2025
SPE7L425D60SZ,Department of Defense,DLA LAND AND MARITIME,"FOSTER'S TRUCK AND TRAILER, INC.",333618 - OTHER ENGINE EQUIPMENT MANUFACTURING,"$250,000.00 ",12/30/2024,12/30/2025
SPE4A621D5296,Department of Defense,DLA AVIATION,MOD-A-CAN INC,"332722 - BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING","$250,000.00 ",12/31/2020,12/30/2025
SPE7L425D60TN,Department of Defense,DLA LAND AND MARITIME,"GUERRERO PROFESSIONAL SERVICES, INC.",334419 - OTHER ELECTRONIC COMPONENT MANUFACTURING,"$250,000.00 ",12/30/2024,12/30/2025
SPE4A621D5256,Department of Defense,DLA AVIATION,"EXECUTIVE INSTRUMENTS, INC.",336320 - MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING,"$250,000.00 ",12/14/2020,12/13/2025
SPE7L325D60QW,Department of Defense,DLA LAND AND MARITIME,VEHICLE MAINTENANCE PROGRAM INC,"339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/27/2024,12/27/2025
SPE7M825D60DP,Department of Defense,DLA LAND AND MARITIME,JO-KELL INC.,335314 - RELAY AND INDUSTRIAL CONTROL MANUFACTURING,"$250,000.00 ",12/18/2024,12/18/2025
SPE7L325D60PY,Department of Defense,DLA LAND AND MARITIME,ALLIED SYSTEMS COMPANY,"339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/20/2024,12/20/2025
SPE7LX25D60GQ,Department of Defense,DLA LAND AND MARITIME,JAMAICA BEARINGS CO. INC.,"339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/26/2024,12/26/2025
SPE7M825D60DG,Department of Defense,DLA LAND AND MARITIME,DETMER BUSINESS GROUP INC,333998 - ALL OTHER MISCELLANEOUS GENERAL PURPOSE MACHINERY MANUFACTURING,"$250,000.00 ",12/16/2024,12/16/2025
SPE7L325D60PM,Department of Defense,DLA LAND AND MARITIME,"CENTRAL POWER SYSTEMS & SERVICES, LLC",333618 - OTHER ENGINE EQUIPMENT MANUFACTURING,"$250,000.00 ",12/18/2024,12/18/2025
SPE4A624D5233,Department of Defense,DLA AVIATION,KAMPI COMPONENTS CO INC,336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$250,000.00 ",12/19/2023,12/19/2025
SPE7L125D60GY,Department of Defense,DLA LAND AND MARITIME,TRIMAN INDUSTRIES INC,326220 - RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING,"$250,000.00 ",12/17/2024,12/17/2025
SPE7L425D60QV,Department of Defense,DLA LAND AND MARITIME,"POLAR NET, LLC","332994 - SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","$250,000.00 ",12/17/2024,12/17/2025
SPE7LX25D60GT,Department of Defense,DLA LAND AND MARITIME,CLARKE POWER SERVICES INC,333618 - OTHER ENGINE EQUIPMENT MANUFACTURING,"$250,000.00 ",12/26/2024,12/26/2025
SPE4A624D5257,Department of Defense,DLA AVIATION,M3 ASSOCIATES INC,335999 - ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,"$250,000.00 ",12/26/2023,12/26/2025
SPE7M825D60DR,Department of Defense,DLA LAND AND MARITIME,BURHANI ENTERPRISES INC,335312 - MOTOR AND GENERATOR MANUFACTURING,"$250,000.00 ",12/19/2024,12/19/2025
SPE4A621D5267,Department of Defense,DLA AVIATION,VEHICLE MAINTENANCE PROGRAM INC,334519 - OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,"$250,000.00 ",12/16/2020,12/15/2025
SPE7L425D60QF,Department of Defense,DLA LAND AND MARITIME,INDEPENDENT HARDWARE INC,332510 - HARDWARE MANUFACTURING,"$250,000.00 ",12/16/2024,12/16/2025
SPE7L325D60QL,Department of Defense,DLA LAND AND MARITIME,KAMPI COMPONENTS CO INC,"332722 - BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING","$250,000.00 ",12/23/2024,12/23/2025
SPE7L425D60QA,Department of Defense,DLA LAND AND MARITIME,KAMPI COMPONENTS CO INC,336360 - MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,"$250,000.00 ",12/13/2024,12/13/2025
SPE7LX25D60GK,Department of Defense,DLA LAND AND MARITIME,"SOUTHERN AUTOMOTIVE WHOLESALERS, INC",336390 - OTHER MOTOR VEHICLE PARTS MANUFACTURING,"$250,000.00 ",12/20/2024,12/19/2025
SPE7LX25D60GW,Department of Defense,DLA LAND AND MARITIME,DYNAFLEX PRODUCTS,"332994 - SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","$250,000.00 ",12/30/2024,12/30/2025
SPE7L125D60HM,Department of Defense,DLA LAND AND MARITIME,"PIONEER INDUSTRIES, LLC","339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/19/2024,12/19/2025
SPE7L425D60QZ,Department of Defense,DLA LAND AND MARITIME,KAMPI COMPONENTS CO INC,336350 - MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,"$250,000.00 ",12/18/2024,12/18/2025
SPE4A621D5294,Department of Defense,DLA AVIATION,LIFESAVING SYSTEMS LLC,"314994 - ROPE, CORDAGE, TWINE, TIRE CORD, AND TIRE FABRIC MILLS","$250,000.00 ",12/29/2020,12/29/2025
SPE7LX25D60FS,Department of Defense,DLA LAND AND MARITIME,GREENWOOD GROUP INC,"339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/20/2024,12/20/2025
FA520921A0013,Department of Defense,FA5209  374 CONS PK,"BML, INC.",621511 - MEDICAL LABORATORIES,"$250,000.00 ",1/1/2021,12/31/2025
SPE7L425D60SH,Department of Defense,DLA LAND AND MARITIME,R & M GOVERNMENT SERVICES INC,336390 - OTHER MOTOR VEHICLE PARTS MANUFACTURING,"$250,000.00 ",12/27/2024,12/27/2025
SPE7M425D60BZ,Department of Defense,DLA LAND AND MARITIME,"STS DISTRIBUTION SOLUTIONS, LLC",313320 - FABRIC COATING MILLS,"$250,000.00 ",12/30/2024,12/30/2025
SPE4A621D5284,Department of Defense,DLA AVIATION,"GALAXY DIE AND ENGINEERING, INC.",332991 - BALL AND ROLLER BEARING MANUFACTURING,"$250,000.00 ",12/21/2020,12/20/2025
SPE7L325D60PR,Department of Defense,DLA LAND AND MARITIME,JAMAICA BEARINGS CO. INC.,"339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/18/2024,12/18/2025
SPE7L425D60PJ,Department of Defense,DLA LAND AND MARITIME,"MILWAUKEE VALVE CO, INC",332510 - HARDWARE MANUFACTURING,"$250,000.00 ",12/13/2024,12/13/2025
SPE7L325D60NQ,Department of Defense,DLA LAND AND MARITIME,"SEY TEC, INC.","332994 - SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","$250,000.00 ",12/13/2024,12/13/2025
SPE4A621D5295,Department of Defense,DLA AVIATION,APEX PINNACLE CORP,332991 - BALL AND ROLLER BEARING MANUFACTURING,"$250,000.00 ",12/29/2020,12/29/2025
SPE7L325D60PX,Department of Defense,DLA LAND AND MARITIME,"STEALTH SUPPLY, INC.","332994 - SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING","$250,000.00 ",12/20/2024,12/20/2025
SPE7L425D60TP,Department of Defense,DLA LAND AND MARITIME,RUTA SUPPLIES INC,333613 - MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,"$250,000.00 ",12/31/2024,12/31/2025
SPE7M225D60AV,Department of Defense,DLA LAND AND MARITIME,TNL SALES LLC,"339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/30/2024,12/30/2025
SPE7L125D60GU,Department of Defense,DLA LAND AND MARITIME,ACTIVE GEAR COMPANY OF CANADA LIMITED,336360 - MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,"$250,000.00 ",12/13/2024,12/13/2025
SPE7M425D60BR,Department of Defense,DLA LAND AND MARITIME,17 MACHINERY LLC,332911 - INDUSTRIAL VALVE MANUFACTURING,"$250,000.00 ",12/20/2024,12/20/2025
SPE7M825D60DL,Department of Defense,DLA LAND AND MARITIME,ITT AEROSPACE CONTROLS LLC,332112 - NONFERROUS FORGING,"$250,000.00 ",12/16/2024,12/16/2025
SPE7L425D60SD,Department of Defense,DLA LAND AND MARITIME,"TREND TOOL, INC.",332510 - HARDWARE MANUFACTURING,"$250,000.00 ",12/27/2024,12/27/2025
140L3921A0005,Department of the Interior,NEVADA STATE OFFICE,BIO SEALED LLC,562910 - REMEDIATION SERVICES,"$250,000.00 ",1/1/2021,12/31/2025
SPE7M225D60AQ,Department of Defense,DLA LAND AND MARITIME,U.S.A. SPARES INC.,326122 - PLASTICS PIPE AND PIPE FITTING MANUFACTURING,"$250,000.00 ",12/20/2024,12/20/2025
SPE4A621D5262,Department of Defense,DLA AVIATION,"MARCH ELECTRONICS, INC.",335931 - CURRENT-CARRYING WIRING DEVICE MANUFACTURING,"$250,000.00 ",12/17/2020,12/16/2025
N6328524AA003,Department of Defense,NCIS QUANTICO VA,FOCUS CAMERA LLC,334111 - ELECTRONIC COMPUTER MANUFACTURING,"$250,000.00 ",1/1/2024,12/18/2025
140L3921A0003,Department of the Interior,NEVADA STATE OFFICE,HOMELAND CUSTODIAL SERVICES INC,562910 - REMEDIATION SERVICES,"$250,000.00 ",1/1/2021,12/31/2025
SPE7L125D60GW,Department of Defense,DLA LAND AND MARITIME,KAMPI COMPONENTS CO INC,332510 - HARDWARE MANUFACTURING,"$250,000.00 ",12/17/2024,12/17/2025
19BE2021D0003,Department of State,U.S. EMBASSY BRUSSELS,MISCELLANEOUS FOREIGN AWARDEES,812320 - DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),"$250,000.00 ",1/1/2021,12/31/2025
SPE7L425D60RU,Department of Defense,DLA LAND AND MARITIME,"CENTRAL POWER SYSTEMS & SERVICES, LLC",336390 - OTHER MOTOR VEHICLE PARTS MANUFACTURING,"$250,000.00 ",12/20/2024,12/20/2025
SPE7LX25D60GJ,Department of Defense,DLA LAND AND MARITIME,"LKR, INC.",336360 - MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,"$250,000.00 ",12/20/2024,12/20/2025
SPE7LX25D60FB,Department of Defense,DLA LAND AND MARITIME,RUTA SUPPLIES INC,"331420 - COPPER ROLLING, DRAWING, EXTRUDING, AND ALLOYING","$250,000.00 ",12/13/2024,12/13/2025
SPE7L425D60TY,Department of Defense,DLA LAND AND MARITIME,"CENTRAL POWER SYSTEMS & SERVICES, LLC",336360 - MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,"$250,000.00 ",12/31/2024,12/31/2025
SPE7L425D60TT,Department of Defense,DLA LAND AND MARITIME,JOST SERVICE CENTER LLC,332510 - HARDWARE MANUFACTURING,"$250,000.00 ",12/31/2024,12/31/2025
SPE7L425D60QK,Department of Defense,DLA LAND AND MARITIME,AMERICAN SHOP TOOLS LLC,333613 - MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,"$250,000.00 ",12/17/2024,12/17/2025
SPE7LX25D60EY,Department of Defense,DLA LAND AND MARITIME,"ANRO LOGISTICS, INC",321212 - SOFTWOOD VENEER AND PLYWOOD MANUFACTURING,"$250,000.00 ",12/13/2024,12/13/2025
SPE7L325D60QR,Department of Defense,DLA LAND AND MARITIME,AMERICAN SHOP TOOLS LLC,"336992 - MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING","$250,000.00 ",12/23/2024,12/23/2025
SPE7LX25D60GE,Department of Defense,DLA LAND AND MARITIME,"AFCON PRODUCTS, INC.",333618 - OTHER ENGINE EQUIPMENT MANUFACTURING,"$250,000.00 ",12/20/2024,12/20/2025
SPE4A621D5292,Department of Defense,DLA AVIATION,PINES QUALITY INC,"334513 - INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES","$250,000.00 ",12/31/2020,12/30/2025
SPE7L425D60RS,Department of Defense,DLA LAND AND MARITIME,"DIRECT LINE, INC",332999 - ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,"$250,000.00 ",12/20/2024,12/20/2025
SPE7L425D60SB,Department of Defense,DLA LAND AND MARITIME,STATZ CORP,336350 - MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,"$250,000.00 ",12/26/2024,12/26/2025
SPE4A622D5139,Department of Defense,DLA AVIATION,"MMC METROLOGY LAB, INC.","334512 - AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE","$250,000.00 ",12/15/2021,12/14/2025
SPE7L425D60TQ,Department of Defense,DLA LAND AND MARITIME,DUTCH VALLEY SUPPLY CO.,332510 - HARDWARE MANUFACTURING,"$250,000.00 ",12/31/2024,12/31/2025
SPE7L425D60PX,Department of Defense,DLA LAND AND MARITIME,IBIDE CORPORATION,"339991 - GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$250,000.00 ",12/13/2024,12/13/2025
SPE7LX25D60FV,Department of Defense,DLA LAND AND MARITIME,TLD WOLLARD LLC,336350 - MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING,"$250,000.00 ",12/20/2024,12/20/2025
SPE7LX25D60GY,Department of Defense,DLA LAND AND MARITIME,"J & N METAL PRODUCTS, LLC",336360 - MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING,"$250,000.00 ",12/30/2024,12/30/2025
SPE4A721D5179,Department of Defense,DLA AVIATION,H.M. DUNN COMPANY INC,336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$249,999.99 ",12/30/2020,12/29/2025
SPE4A721D5151,Department of Defense,DLA AVIATION,"INFINITY FABRICATION, INC.",336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$249,999.99 ",12/15/2020,12/14/2025
SPE4A721D5159,Department of Defense,DLA AVIATION,AIRBORNE INDUSTRIES INC.,336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$249,999.99 ",12/27/2020,12/26/2025
SPE4A721D5166,Department of Defense,DCMA SEATTLE,"INFINITY FABRICATION, INC.",336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$249,999.99 ",12/18/2020,12/17/2025
SPE4A721D5548,Department of Defense,DLA AVIATION,"MEGGITT DEFENSE SYSTEMS, INC.",336412 - AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,"$249,999.99 ",5/27/2021,12/31/2025
SPE4A721D5156,Department of Defense,DLA AVIATION,STATZ CORP,336411 - AIRCRAFT MANUFACTURING,"$249,999.99 ",12/21/2020,12/20/2025
SPE4A721D5149,Department of Defense,DLA AVIATION,CM MANUFACTURING INC,336413 - OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"$249,999.99 ",12/15/2020,12/16/2025
SPE4A721D5146,Department of Defense,DLA AVIATION,WESCO AIRCRAFT HARDWARE CORP.,332510 - HARDWARE MANUFACTURING,"$249,999.99 ",12/15/2020,12/14/2025
SPE4A721D5154,Department of Defense,DLA AVIATION,STATZ CORP,332510 - HARDWARE MANUFACTURING,"$249,999.99 ",12/17/2020,12/16/2025
SPE4A721D5183,Department of Defense,DLA AVIATION,"THERMAL STRUCTURES, INC",336412 - AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,"$249,999.99 ",12/31/2020,12/30/2025
