Business name,Capabilities narrative,Capabilities statement link,Active SBA certifications,Contact person's name,Contact person's email,Address line 1,Address line 2,City,State,Zipcode,Primary NAICS code,All NAICS codes,“Small” NAICS codes
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/NS9YRK8TVG83/8WLP1"", ""4M GENERAL CONTRACTORS LLC"" )","self performing of general building construction services, roadway and bridge construction, environmental remediation services, computer training, software coding, IT programming, heavy site-work with all required equipment, HVAC, plumbing, electrical, interior finishes, drywall, metal studs, Construction Management, design-build, LEED-AP, facilites design and management, O & M.",,8(a),JUSTIN MOTLOW,Justin@4mtribe.com,9848 WIND AVE,,LAKELAND,Florida,33809,236220,"236116, 236210, 236220, 237990, 238110, 238120, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990, 541310, 541320, 541330, 541340, 541350, 541420, 541490, 541611, 541618, 541620, 541690, 541990, 561110, 561210, 561311, 561312, 561320, 561499, 561720, 561730, 561790, 561990","236116, 236210, 236220, 237990, 238110, 238120, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990, 541310, 541320, 541330, 541340, 541350, 541420, 541490, 541611, 541618, 541620, 541690, 541990, 561110, 561210, 561311, 561312, 561320, 561499, 561720, 561730, 561790, 561990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/RTE3PY2JTCR3/9V4Y8"", ""THE AKIAK BUILDING PEOPLE, LLC"" )",,https://img1.wsimg.com/blobby/go/b9bcb917-4e83-441a-b6d6-b3d162fcb5ce/downloads/6dd512f1-04a5-434f-a41b-2a6a00043169/Capability%20Statement_The%20Akiak%20Building%20People.pdf?ver=1748813596453,8(a) JV,KEVIN HAMER,khamer@akiaktechnology.com,4850 EISENHOWER AVE UNIT 419,,ALEXANDRIA,Virginia,22304,541330,"541310, 541330, 541410, 541420, 541430, 541490, 541513, 541611, 541690, 561110, 561210, 561621","541310, 541330, 541420, 541490, 541513, 541611, 541690, 561110, 561210, 561621"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/GB9VB4RGAN65/86QY7"", ""SIX MILE, LLC"" )","Six Mile, LLC is an industry leading Government Contract service provider specializing in complex, mission critical support services with customers throughout the United States and abroad, including Antarctica. The Six Mile team specializes in Facility Support Services (Facility Maintenance, Base Operations Support Services, Management, Procurement, Custodial, Janitorial, Hazardous & Solid Waste Collection and Disposal, Logistics, Fleet Management, Snow Plowing, Grounds Maintenance, Building Automation Systems, HVAC, Recycling & Environmental Services). Six Mile is unique in that we utilize industry-leading equipment, technology, and methods to maximize efficiencies and lower costs to our clients without sacrificing quality, budget, or schedule.",https://ganaayoo.com/six-mile/,8(a),DANIEL PICKETT,dpickett@6milellc.com,3900 C ST STE 100,,ANCHORAGE,Alaska,99503,562119,"236220, 237130, 238210, 238220, 238320, 311615, 315210, 423450, 424210, 424410, 493110, 541350, 541611, 541614, 541620, 541990, 561110, 561210, 561499, 561720, 561910, 561990, 562111, 562112, 562119, 562211, 562910, 562998, 611430, 722310, 811310","236220, 237130, 238210, 238220, 238320, 311615, 315210, 423450, 424210, 424410, 493110, 541350, 541611, 541614, 541620, 541990, 561110, 561210, 561499, 561720, 561910, 561990, 562111, 562112, 562119, 562211, 562910, 562998, 611430, 722310, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/NG58Z27PGYW5/9ZU63"", ""SPAARK GLOBAL VENTURES LLC"" )",,,8(a) JV,STACEY MYERS,stacey.myers@spaark-inc.com,5000 LETTERKENNY RD STE 280,,CHAMBERSBURG,Pennsylvania,17201,541330,"332992, 332993, 332994, 541330, 541611, 541614, 541618, 541690, 541715, 541990, 811198, 811310","332992, 332993, 332994, 541330, 541611, 541614, 541618, 541690, 541715, 541990, 811198, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/JKK3XCCRNRE6/7KV01"", ""ALEUT ELECTRIC LLC"" )","Aleut Electric has hands-on experience in the field of electrical construction. Licensed and
experienced in the installation, alteration and repair or wiring and equipment for lighting,
fire alarm, security, and power in or on buildings. Aleut Electric has also completed various
energy building management system cabling and conduit installations for mechanical
contractors. 
Electrical Construction, Demolition, Installation, Renovation.
•	Low Voltage Power, Lighting, Fire Alarm, Security, and Services.
•	Central School Districts.
•	Parking Lot Lighting.
•	Retail, Warehouse, Office, and Commercial Buildings.
238210 - Electrical Contractors and Other Wiring Installation Contractors. This industry comprises establishments primarily engaged in installing and servicing electrical wiring and equipment. Contractors included in this industry may include both the parts and labor when performing work.",,"8(a), WOSB, EDWOSB",SHERRILL BRAMAN,aleutelectricllc@gmail.com,419 COUNTY ROAD 32,,GREENE,New York,13778,238210,238210,238210
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/DLJNCS91EE46/7Y3N1"", ""SHIELDS POINT LLC"" )",,,8(a),KELLY FRANKFORD,kfrankford@alutiiq.com,3909 ARCTIC BLVD,STE 500,ANCHORAGE,Alaska,99503,561611,"334512, 519290, 541330, 541611, 541614, 541618, 541690, 541990, 561110, 561210, 561320, 561611, 561612, 561621, 561720, 611430, 611519, 611699","334512, 519290, 541330, 541611, 541614, 541618, 541690, 541990, 561210, 561320, 561611, 561612, 561621, 561720, 611519"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/XG32CSGYKGM8/8NVQ8"", ""CHEROKEE STRATEGIC SOLUTIONS, L.L.C."" )",tribally-owned; native,,8(a),JENNYLYNN GATES,jennylynn.gates@cherokee-federal.com,2 W 2ND ST STE 1500-41,,TULSA,Oklahoma,74103,541519,"236220, 237990, 238150, 238210, 238220, 327110, 332216, 334290, 334511, 334519, 336611, 337121, 337215, 423620, 484210, 488190, 488999, 493110, 493190, 517810, 522320, 541110, 541199, 541219, 541330, 541350, 541360, 541370, 541380, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541713, 541714, 541715, 541720, 541990, 561110, 561210, 561320, 561499, 561990, 562910, 611420, 611430, 611512, 611519, 611620, 611710, 624190, 624230, 811310, 813110","236220, 237990, 238150, 238210, 238220, 327110, 332216, 334290, 334511, 334519, 336611, 337121, 337215, 423620, 484210, 488190, 488999, 493110, 493190, 517810, 522320, 541110, 541199, 541219, 541330, 541350, 541360, 541370, 541380, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541713, 541714, 541715, 541720, 541990, 561110, 561210, 561320, 561499, 561990, 562910, 611420, 611430, 611512, 611519, 611620, 611710, 624190, 624230, 811310, 813110"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/KR6XRLVG3UB5/4QH48"", ""Nambe Pueblo Construction, LLC"" )","Nambé is headquartered in Santa Fe, New Mexico. Nambe Pueblo Construction is a new company formed from elements of the Nambe Pueblo Development Corporation. Nambé is owned and operated by the Pueblo of Nambé.
Nambé's tribally-owned companies are experienced in all life-cycle phases of commercial and industrial construction, design, engineering, construction management, remodel and re-purpose, demolition, site cleanup, and environmental mitigation.  They have lead professional construction and engineering firms in the successful performance of extensive and diverse construction and engineering projects. 
Nambé's primary focus involves construction management, project management, cost analysis, design work, demolition and remediation, and earthworks.",,8(a),Steven Tenorio,Steven@nambepueblo.com,33B Arroyo Cuyamungue,,Santa Fe,New Mexico,87506,236220,"212321, 221114, 221115, 221117, 236115, 236116, 236117, 236210, 236220, 238110, 238910, 315990, 339999, 423450, 541620, 541713, 541714, 561210",
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/H6NEW6M8KRA7/8Y2T0"", ""CCS IVORY CLOUD JV LLC"" )",,,8(a) JV,LORENE REEDER,Lorene.reeder@command-cs.com,3215 W STATE ST,STE 309A1,MILWAUKEE,Wisconsin,53208,541519,"517810, 518210, 541511, 541512, 541513, 541519, 541990","517810, 518210, 541511, 541512, 541513, 541519, 541990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/ZJM6C2MM32W7/7NWP2"", ""CHICKASAW DEFENSE LOGISTICS, LLC"" )","Chickasaw Defense Logistics, LLC (CDL) delivers deep subject matter expertise coupled with long-term, sustainable defense logistics solutions that accelerate readiness and enhance the American Warfighter’s operational capabilities. CDL is an SBA-certified 8(a) Small Disadvantaged Business that is focused on providing innovative, customer centered solutions in support of defense logistics operations at echelons above battalions.",,8(a),SHERRI ELLIS,Sherri.Ellis@chickasaw.com,2600 JOHN SAXON BLVD,,NORMAN,Oklahoma,73071,236220,"236220, 238210, 238390, 238990, 333924, 336419, 423420, 488111, 493110, 518210, 541310, 541330, 541511, 541512, 541513, 541519, 541611, 541612, 541614, 541618, 541690, 541990, 561110, 561210, 561311, 561320, 561410, 561621, 561990, 611430, 611512, 611519, 611699, 611710, 621111, 621112, 621498, 621999, 622110, 811111","236220, 333924, 336419, 423420, 488111, 493110, 518210, 541330, 541511, 541512, 541513, 541519, 541612, 561210, 561311, 561320, 611512, 611519, 622110"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/NWQGS3XEDW48/9UUC8"", ""HAWAIIAN PONO PARTNERS LLC"" )",,,8(a) JV,STACEY MYERS,stacey.myers@spaark-inc.com,5000 LETTERKENNY RD STE 280,,CHAMBERSBURG,Pennsylvania,17201,236220,"236118, 236210, 236220, 541330, 541350, 541360, 541370, 541430, 541490, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541714, 541820, 541990, 561110, 561210, 611420, 611430","236118, 236210, 236220, 541330, 541350, 541360, 541370, 541430, 541490, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541714, 541820, 541990, 561110, 561210, 611420, 611430"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/YK5XT6LG6M98/75Y43"", ""KAIYUH INFORMATION TECHNOLOGIES, LLC"" )","Program & Project Management, Information Technology, Cybersecurity, Information Assurance, Operations & Maintenance, Risk Management, Network & Systems Administration, Help Desk, Tier I-III Support, Server Administration, Software Development, Security Management, Mechanical & Electrical Engineering, Modeling & Simulation, CAD, Technical Writing, Cloud, Web & Database Management, Security Management, Instructor Led Training, Training Design & Development, Monitoring & Analysis, Audio & Visual, Admin Support. Our selection to be on the GWAC named STARS III, speaks to our abilities as an IT services provider.",https://ganaayoo.com/kaiyuh-information-technologies/,8(a),REINHARD MUELLER,rmueller@kitanc.com,3035 C ST,,ANCHORAGE,Alaska,99503,541513,"236220, 334310, 334419, 423430, 518210, 532420, 541330, 541511, 541512, 541513, 541519, 541611, 541618, 541690, 541715, 541990, 561110, 561210, 561612, 561990, 611430, 611519, 611710","236220, 334310, 334419, 423430, 518210, 532420, 541330, 541511, 541512, 541513, 541519, 541611, 541618, 541690, 541715, 541990, 561110, 561210, 561612, 561990, 611430, 611519, 611710"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/RSPFCBWURTT4/7QJ08"", ""UIC NAPPAIRIT LLC"" )",,,8(a),LORI SCHENDEL,lori.schendel@bowhead.com,6700 ARCTIC SPUR RD,,ANCHORAGE,Alaska,99518,236220,"236118, 236220, 237110, 238220, 238910, 541330, 541512, 561210, 562910","236118, 236220, 237110, 238220, 238910, 541330, 541512, 561210, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/HZCDXJV7M8Z9/7M3J9"", ""RED RIVER RESOURCES LLC"" )","Navaide is a consulting group of highly skilled and motivated industry experts with decades of experience providing financial and acquisition system integration, data analytics, automation, and enterprise solutions. We specialize in business process improvement, legacy system modernization, digital transformation, and data analytics with a focus on Enterprise Resource Planning (ERP) and Contract Writing Systems (CWS), as well as all ancillary feeder and downstream systems.
We support all aspects of the implementation lifecycle, including requirements and gap analysis, design, blueprinting, development, configuration, interfaces, testing, validation, data cleansing, migration, user role management, training development, cutover, post-go-live stabilization and sustainment. Our proven management approach offers the lowest risk, best value, and highest probability of success for our clients and their stakeholders.
",https://certifications.sba.gov/capabilities/HZCDXJV7M8Z9,"8(a), WOSB, EDWOSB",TONY MAUDE,tmaude@navaide.com,10805 RANCHO BERNARDO RD,STE 260,SAN DIEGO,California,92127,424720,"213112, 221210, 324110, 324191, 324199, 325998, 424710, 424720, 541211, 541219, 541330, 541511, 541512, 541513, 541519, 541611, 541612, 541614, 541690, 541715, 541990, 561110, 561210, 561320, 561330, 611420, 611430, 611710, 722310","213112, 221210, 324110, 324191, 324199, 325998, 424710, 424720, 541211, 541219, 541330, 541511, 541512, 541513, 541519, 541611, 541612, 541715, 561210, 561320, 561330, 611710, 722310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/W8SMNHL8SGV7/88LW4"", ""SPECPRO SUSTAINMENT AND ENVIRONMENTAL, LLC"" )","SpecPro Sustainment & Environmental, LLC offers Compliance & Natural/Cultural Resource Management; Environmental Remediation & Restoration; Facilities Management; Laboratory Management, & Research & Development; and Real Property Analysis & Portfolio Management services to a diverse array of Federal customers nationwide, from the U.S. Army Reserve and Naval Facilities Engineering Command to the Air Force Civil Engineer Center and U.S. Environmental Protection Agency",,8(a),AMY SHIRLBERG,amy.shirlberg@specprosvcs.com,1826 N LOOP 1604 W,STE 337E,SAN ANTONIO,Texas,78248,541620,"238910, 513199, 541219, 541330, 541350, 541360, 541370, 541380, 541511, 541513, 541611, 541618, 541620, 541690, 541714, 541715, 541720, 541990, 561110, 561210, 561990, 562111, 562112, 562119, 562211, 562910, 562920, 562998, 611430, 811310, 812910","238910, 513199, 541219, 541330, 541350, 541360, 541370, 541380, 541511, 541513, 541611, 541618, 541620, 541690, 541714, 541715, 541720, 541990, 561110, 561210, 561990, 562111, 562112, 562119, 562211, 562910, 562920, 562998, 611430, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/JRRRE11LEM21/82A47"", ""H & L ENVIRONMENTAL SERVICES, LLC"" )","H&L Environmental Services, LLC (HL) specializes in Military Munitions Response Services (MMRS) and Environmental Remediation including professional staffing of unexploded ordnance (UXO) labor resources, US Military explosive ordnance disposal (EOD) personnel, munitions and explosives of Concern (MEC) survey and clearance, UXO avoidance and construction support services (CSS) on MEC contaminated sites, material potentially presenting an explosive hazard (MPPEH) management, and much more.",,"8(a), HUBZone",MATT HUGHS,mhughs@hlenvironmental.com,564 MCARTHUR RD,,MAXTON,North Carolina,28364,562910,"113210, 115310, 236210, 236220, 237110, 237310, 237990, 238110, 238120, 238190, 238910, 238990, 331210, 332510, 332992, 332994, 332999, 333912, 333991, 334419, 335931, 336310, 336390, 336413, 336992, 423120, 423930, 488999, 532120, 541330, 541618, 541620, 541690, 541715, 561210, 561320, 561720, 561730, 561990, 562211, 562219, 562910, 611430, 811111, 811191, 811310","113210, 115310, 236210, 236220, 237110, 237310, 237990, 238110, 238120, 238190, 238910, 238990, 331210, 332510, 332992, 332994, 332999, 333912, 333991, 334419, 335931, 336310, 336390, 336413, 336992, 423120, 423930, 488999, 532120, 541330, 541618, 541620, 541690, 541715, 561210, 561320, 561720, 561730, 561990, 562211, 562219, 562910, 611430, 811111, 811191, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/JCMEWDR1HF95/11CV0"", ""TRADEMARK CONSTRUCTION LLC"" )","Trademark Construction performs heavy civil construction and utility installation, Surveying, Mapping, and Handyman Services",,8(a),JAMES BARNARD,jbtrademarkllc@gmail.com,8370 2000 RD,,AUSTIN,Colorado,81410,238910,"115310, 236210, 236220, 237110, 237310, 237990, 238910","115310, 236210, 236220, 237110, 237310, 237990, 238910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/FAWTNQVMN6S4/92NS9"", ""AHTNA INFRASTRUCTURE & TECHNOLOGIES, LLC"" )","Ahtna Infrastructure & Technologies, LLC (AIT) is a wholly owned subsidiary of Ahtna Diversified Holdings, LLC, a holding company that is in turn wholly owned by its parent company, Ahtna, Inc., an Alaska Native Regional Corporation. We are a self-performing SBA 8(a) certified contractor that specializes in the execution of time sensitive, complex, and multifaceted construction, environmental, and engineering projects. With corporate and program offices coast-to-coast, AIT is positioned to support nationwide Government programs. AIT is headquartered in  Anchorage, Alaska and has additional offices in CA, CO, HI, SC, and WA. AIT works for a wide variety of public and private-sector clients and maintains a multi-disciplinary staff with decades of experience who put an emphasis on safety. To this end, AIT has entered a mentor-protegee relationship with Unit Company, a high performing Alaska contractor, all to better serve our clients through enhanced capacity and experience.",https://www.ahtnadiversified.com/ahtna-infrastructure-technologies/,8(a),TAYLOR MCCART,adh_sam@ahtna.net,91-1010 SHANGRILA ST STE 200,,KAPOLEI,Hawaii,96707,236220,"221114, 236116, 236118, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238110, 238160, 238210, 238220, 238290, 238330, 238350, 238910, 238990, 493190","221114, 236116, 236118, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 493190"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/UKLEMEC71394/6JGH0"", ""SKINNER DEVELOPMENT INC"" )","Skinner Development, Inc. is a full service general contractor firm based in Atlanta, GA. We have been featured in The Atlanta Tribune, The Atlanta Business Chronicle and Equipment News. Operating for over 15 years we provide a wide range of construction and professional services customized to meet our clients’ unique and specific needs. Our projects include design, construction and renovation of government, commercial and private buildings.",,8(a),LOUIS SKINNER III,louis@skinnerdevelopmentinc.com,1705 ENTERPRISE WAY SE,STE 200,MARIETTA,Georgia,30067,236220,"236115, 236116, 236118, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238110, 238130, 238160, 238190, 238210, 238220, 238290, 238320, 238330, 238910, 238990, 531120, 531190, 541310, 541330, 541350, 541513, 541519, 541611, 541618, 541620, 541690, 541990, 561210, 562219, 926110","236115, 236116, 236118, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238110, 238130, 238160, 238190, 238210, 238220, 238290, 238320, 238330, 238910, 238990, 531120, 531190, 541310, 541330, 541350, 541513, 541519, 541611, 541618, 541620, 541690, 541990, 561210, 562219"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/LA63MY233MA1/3ELB0"", ""GREAT NORTHERN ENGINEERING, LLC."" )","GSA MAS, Refinery, Natural gas compression, LNG plants, Secondary Containment, Pigging systems, Pre-engineered metal buildings, Water and Wastewater treatment facilities, Cell Towers, Power Generation, SCADA, 
Refueling Systems, Arctic Camps.",,"8(a), HUBZone",NATE BECK,nate.beck@koniagew.com,1977 E BOGARD RD,,WASILLA,Alaska,99654,541330,"213112, 213113, 213114, 236220, 238210, 518210, 541310, 541320, 541330, 541340, 541350, 541370, 541420, 541490, 541511, 541512, 541513, 541611, 541715, 561210, 561621","213112, 213113, 213114, 236220, 238210, 518210, 541310, 541320, 541330, 541340, 541350, 541370, 541420, 541490, 541511, 541512, 541513, 541611, 541715, 561210, 561621"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/JJ4GS684K9L5/7YT13"", ""SEALASKA ENGINEERING & APPLIED SCIENCES LLC"" )",,,8(a),PAOLO CASCIOTTI,paolo.casciotti1@sealaska.com,1200 6TH AVE,STE 800,SEATTLE,Washington,98101,541330,"541330, 541360, 541370, 541620, 541690, 541990","541330, 541360, 541370, 541620, 541690, 541990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/LD8RRJDZX9D1/7K9P9"", ""TEEPEE PRODUCTS & SERVICES LLC"" )",,,"8(a), HUBZone, WOSB, EDWOSB",BEVERLY FARLEY,teepeeok16@gmail.com,200 N MAIN ST,,BRISTOW,Oklahoma,74010,561110,"236220, 237990, 238320, 488490, 488510, 561110","236220, 237990, 238320, 488490, 488510, 561110"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/T4LNLC8PJBM3/83Q11"", ""ZARCODE, LLC"" )","ZARCODE, LLC IS A TECHNOLOGY CONSULTING SPECIALIZING IN BIG DATA, DATA ANALYTICS, AND CLOUD INTEGRATION.",,8(a),JOY KIRVEN,joykirven@zarcode.com,608 E HICKORY ST STE 128,,DENTON,Texas,76205,541511,"541490, 541511, 541512, 561312, 561320","541490, 541511, 541512, 561312, 561320"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/UUEHB82FYPH1/4B0V5"", ""MEC TECHNOLOGIES LLC"" )","MEC Technologies, LLC (MECT) has 20 years of successfully performing contracts for the Federal Government, Department of Defense, and the commercial sector. MECT supports the Veteran’s Administration TRICARE Provider Support Center and the Army National Guard’s Medical Case Management Program. MECT also supports the USDA through clerical administration. Our trained, certified staff provide stellar support and outstanding, tailored service. MEC Technologies is under the Department of Defense, Air Force Mentor-Protege Reimbursement Program as a Protégé with Global Resources Solutions, Inc. as the Mentor. 

MEC Tech belongs to the Midi Enterprises family of companies, which is wholly owned and operated by the Three Affiliated Tribes.",https://acrobat.adobe.com/id/urn:aaid:sc:us:1d061b39-1474-4fcc-b1ff-fb5853dd1676,8(a),RON LAVERDURE,ron.laverdure@mec-technologies.com,3949 HIGHWAY 8,STE 102,NEW TOWN,North Dakota,58763,561421,"493110, 518210, 524291, 541199, 541330, 541511, 541513, 541611, 541690, 561110, 561210, 561320, 561421, 561422, 561990, 611430, 611519, 611710, 624190, 624310","493110, 518210, 524291, 541199, 541330, 541511, 541513, 541611, 541690, 561110, 561210, 561320, 561421, 561422, 561990, 611430, 611519, 611710, 624190, 624310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/TQVXM98NX753/9PXP8"", ""CREEK INDUSTRIES, LLC"" )","Creek Industries, LLC performs in the fields of General Construction, Telecommunications Construction, as well as Low Voltage & Surveillance systems. By assembling and collaborating with program-specific teams specializing in these sectors, we are better able to focus our time and energy on creating high-quality results results for our clients.",https://creek-industries.com/capability-statement/,8(a) JV,ZENA DENNIS,Zena@cisincorp.com,2008 EASTVIEW PKWY STE 100,,CONYERS,Georgia,30013,236220,"236220, 237990, 238130, 238170, 238190, 238210, 238310, 335999, 339112, 339113, 423450, 541512","236220, 237990, 238130, 238170, 238190, 238210, 238310, 335999, 339112, 339113, 423450, 541512"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/EASBPLA3M5J1/6H6D9"", ""ATHABASCA INVESTMENTS, INC"" )","General Management Consulting, Construction, Framing, Renovation, Remodeling",,8(a),ROD RABURN,tony.raburn@wakayaconstruction.com,1745 SHEA CENTER DR,STE 400,HIGHLANDS RANCH,Colorado,80129,236220,"236220, 237990, 238190, 238390, 238990, 541611","236220, 237990, 238190, 238390, 238990, 541611"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/H48GKKSYN1T7/57SN6"", ""A T A, LLC"" )",,,8(a),TICIA BERG,O1.ata@cherokee-federal.com,752 WALKER ROAD STE D,,GREAT FALLS,Virginia,22066,541690,"541330, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541690, 541713, 541715, 541720, 541990, 561110, 611699, 921190, 928110, 928120","541330, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541690, 541713, 541715, 541720, 541990, 561110, 611699"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/E2C2S97ZA3D3/9MUG8"", ""RED EAGLE 2 JV"" )",,,8(a) JV,JOHN OGLESBEE,info@warfeather.com,29627 E STATE HIGHWAY 51,,COWETA,Oklahoma,74429,236220,"236210, 236220, 238210, 238220, 238910, 238990","236210, 236220, 238210, 238220, 238910, 238990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/NEHCWLKYLZA9/9PE50"", ""AKIMA EMERGING TECHNOLOGIES LLC"" )",,,8(a),GREGORY PETERSEN,GREGORY.PETERSEN@AKIMA.COM,2553 DULLES VIEW DR,STE 700,HERNDON,Virginia,20171,513210,513210,513210
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/FTF5DVA81FA3/9YU04"", ""CNE-CMI JV LLC"" )",,,8(a) JV,JAE KANG,jkang@cnenterprise.net,27345 AQUIA PATH DR,,COURTLAND,Virginia,23837,238220,"236210, 236220, 237110, 238210, 238220, 517111, 541611, 541614, 541618, 541690, 541990, 561110, 561210, 562910, 611430, 811210","236210, 236220, 237110, 238210, 238220, 517111, 541611, 541614, 541618, 541690, 541990, 561110, 561210, 562910, 611430, 811210"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/QKB4EA2NRL45/84VN3"", ""SMNC PROPERTIES LLC"" )","SMNC Properties, LLC is an 8(a)-certified, HubZone Certified, Alaska Native owned firm providing design-build and design-bid-build construction services, building renovations and alterations, facilities support services, and maintenance, and environmental services.",,8(a),ALEXANDRO CETINA,acetina@stmnc.net,1938 HAU ST,,HONOLULU,Hawaii,96819,236220,"236116, 236210, 236220, 237110, 237310, 237990, 238110, 238120, 238130, 238160, 238170, 238190, 238210, 238220, 238310, 238320, 238330, 238350, 238910, 238990, 561210, 561720, 562111, 562910","236116, 236210, 236220, 237110, 237310, 237990, 238110, 238120, 238130, 238160, 238170, 238190, 238210, 238220, 238310, 238320, 238330, 238350, 238910, 238990, 561210, 561720, 562111, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/M3C6TRDKH1U7/8W4D6"", ""SES ELECTRICAL LLC"" )","SES Electrical LLC delivers full-service design-build construction services to commercial and government clients that are tailored to address customer needs, incorporate lean building practices, and provide maximum value sustainable solutions.",,8(a),JOHN MORRISON,dmorrison@bbch-llc.com,2951 BOLTON RD,STE A,CHARLESTON,South Carolina,29414,236220,"221114, 236210, 236220, 237120, 237130, 237310, 237990, 238160, 238190, 238210, 238220, 238290, 238910, 238990, 339999, 531120, 541330, 541490, 561621","221114, 236210, 236220, 237120, 237130, 237310, 237990, 339999, 531120, 541330, 561621"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/VS91LTTNXB27/9F4F1"", ""BRIC PERIKIN JV, LLC"" )",,,8(a) JV,BRIAN WORRILOW,brian.worrilow@ddc-dine.com,8840 E. CHAPARRAL RD,SUITE 145,SCOTTSDALE,Arizona,85250,541611,"541611, 541620, 541690, 541990, 561210, 562910","541611, 541620, 541690, 541990, 561210, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/WC57HDAKQ295/08K99"", ""CRITICAL MISSION SERVICES GP"" )",,,8(a) JV,KAY ZDON,kzdon@pciaviation.com,100 BROOKWOOD RD,,ATMORE,Alabama,36502,336411,"332510, 332912, 332999, 333924, 334419, 336411, 488119, 488190, 541330, 541511, 541512, 541513, 541519, 541715, 541990, 561320, 561720","332510, 332912, 332999, 333924, 334419, 336411, 488119, 488190, 541330, 541511, 541512, 541513, 541519, 541715, 541990, 561320, 561720"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/CCM6EWWTRGY3/9VKW5"", ""TUNICA-BILOXI J STAR, LLC"" )","Tunica-Biloxi JSTAR, LLC is a tribally-owned SBA approved 8(a) certified firm that is also a HUBZone firm offering construction services including road maintenance, irrigation services, chiller installation and replacement, water and wastewater remediation services; pump station removal, replacement and repair services and heavy civil services.",,8(a) JV,TABITHA FROST,tabitha@tbsllc.org,763 EARL J BARBRY SR BLVD,,MANSURA,Louisiana,71350,237990,"115310, 221114, 221320, 236115, 236116, 236118, 236210, 236220, 237110, 237130, 237310, 237990, 238110, 238120, 238130, 238140, 238160, 238170, 238190, 238210, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990, 332311, 332420, 334220, 336611, 337215, 339113, 488390, 488490, 531312, 541330, 541611, 561110, 561210, 561710, 561730, 561990, 811310","115310, 221114, 221320, 236115, 236116, 236118, 236210, 236220, 237110, 237130, 237310, 237990, 238110, 238120, 238130, 238140, 238160, 238170, 238190, 238210, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990, 332311, 332420, 334220, 336611, 337215, 339113, 488390, 488490, 531312, 541330, 541611, 561110, 561210, 561710, 561730, 561990, 811310"
